"PDF.Link","Record.Num","Originator","Pages","Current.Classification","Document.Date","Document.Type","To","From","Date.of.Review","Title","Comments"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10014-10051.pdf"" target=""_blank"">View PDF</a>","104-10014-10051","CIA",1,"Secret",1996-02-08,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE: RELEASE OF CLASSIFIED DOCUMENT","OSW17 : V59 : 1998.09.08.10:55:26:560120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10014-10064.pdf"" target=""_blank"">View PDF</a>","104-10014-10064","CIA",2,"Secret",1991-11-20,"PAPER - TEXTUAL DOCUMENT","WITHHELD","WITHHELD","4/26/2018","CABLE: KGB OFFICIAL NIKONOV","OSW17 : V59 : 1998.09.08.14:04:36:280120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10014-10065.pdf"" target=""_blank"">View PDF</a>","104-10014-10065","CIA",2,"Secret",1993-12-03,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE: CUBA TIDBITS FROM LATE NOVEMBER","OSW17 : V59 : 1998.09.14.10:16:42:123120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10014-10066.pdf"" target=""_blank"">View PDF</a>","104-10014-10066","CIA",3,"Secret",1996-02-02,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE: WRITE-IN BY INDIVIDUAL CLAIMING FORMER ASSOCIATION","OSW17 : V59 : 1998.09.14.10:21:59:500120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10014-10067.pdf"" target=""_blank"">View PDF</a>","104-10014-10067","CIA",3,"Secret",1994-02-04,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE: ASSESSMENT","OSW17 : V59 : 1998.09.14.10:31:29:090120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10016-10021.pdf"" target=""_blank"">View PDF</a>","104-10016-10021","CIA",2,"Not Marked",1963-12-02,"PAPER - TEXTUAL DOCUMENT","DIRECTOR CIA","MELBOURNE","4/26/2018","CABLE RE TRACE OF US LICENSE PLATED SEEN AT EMBASSY.","OSW1 : V8 : 20031202-1018774 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10057-10117.pdf"" target=""_blank"">View PDF</a>","104-10057-10117","CIA",1,"Not Marked",1972-03-09,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE REGARDING CANADIAN PRESS  IDENS","JFK1 : F26 : 20031204-1020116 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10160.pdf"" target=""_blank"">View PDF</a>","104-10063-10160","CIA",3,"Secret",1973-02-06,"PAPER - TEXTUAL DOCUMENT","WITHHELD","HEADQUARTERS","4/26/2018","CABLE RE ARREST OF INDIVIDUAL THAT WAS MISTAKEN FOR HIJACKER","JFK10 : F2 : 1993.07.13.09:35:02:310520 : 2 COPIES OF 3-PAGE CABLE"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10162.pdf"" target=""_blank"">View PDF</a>","104-10063-10162","CIA",4,"Secret",1973-03-14,"PAPER - TEXTUAL DOCUMENT","WITHHELD","CIA/CI/SO","4/26/2018","CABLE RE INDIVIDUALS THAT MAY BE HIJACKERS ONCE LIVING IN ALGERIA NOW MAY BE IN FRANCE AND SWITZERLAND.","JFK10 : F2 : 1993.07.13.09:56:35:210520 :  DUPLICATE COPIES"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10169.pdf"" target=""_blank"">View PDF</a>","104-10063-10169","CIA",2,"Not Marked",1973-07-06,"PAPER - TEXTUAL DOCUMENT","HQS","MHCURB MHCHAOS","4/26/2018","CABLE RE SOURCE CITING OF INDIVIDUALS IN PARIS THERE FOR LODGING AND TRAINING","JFK10 : F2 : 20031216-1025831 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10064-10015.pdf"" target=""_blank"">View PDF</a>","104-10064-10015","CIA",10,"Secret",1970-09-22,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CABLE: NAME ON WATCH LIST; REQUEST ACTIVITIES, TRAVEL OR INFO THAT MAY EFFECT SECURITY OF THE PRESIDENT DURING TRIP TO EUROPE","JFK10 : F1B : 1994.04.25.18:50:00:850031 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10010.pdf"" target=""_blank"">View PDF</a>","104-10066-10010","CIA",2,"Secret",1977-11-14,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","A CABLE ADVISING THAT U.S. HOUSE OF REPRESENTATIVES SELECT COMMITTEE'S INTENTIONS OF PURSUING LEADS IN PORTUGAL, UK AND MEXICO RELATING TO JAMES EARL RAY.","JFK11 : F12 : 1993.07.15.16:56:34:930380 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10031.pdf"" target=""_blank"">View PDF</a>","104-10066-10031","CIA",2,"Secret",1977-11-09,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE REPORTING WILLEM OLTMANS MEETINGS WITH CUBAN AMBASSADOR, THE HAGUE AND RUSSIAN AMBASSADOR ROMANOV","JFK11 : F14 : 1993.07.15.18:00:13:180310 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10107.pdf"" target=""_blank"">View PDF</a>","104-10066-10107","CIA",1,"Secret",1978-11-29,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","IDEN CABLE.","JFK11 : F6 : 1993.07.16.10:35:53:500580 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10238.pdf"" target=""_blank"">View PDF</a>","104-10066-10238","CIA",1,"Not Marked",1978-05-19,"PAPER - TEXTUAL DOCUMENT","WASHINGTON","WITHHELD","4/26/2018","CABLE RE: VLAAMSE MILITANTENORDE.","JFK11 : F10 : 20031216-1025915 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10239.pdf"" target=""_blank"">View PDF</a>","104-10066-10239","CIA",1,"Not Marked",1978-05-19,"PAPER - TEXTUAL DOCUMENT","WASHINGTON","WITHHELD","4/26/2018","CABLE RE: VLAAMSE MILITANTENORDE.","JFK11 : F10 : 20031216-1025916 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10240.pdf"" target=""_blank"">View PDF</a>","104-10066-10240","CIA",2,"Not Marked",1978-05-16,"PAPER - TEXTUAL DOCUMENT","WASHINGTON","WITHHELD","4/26/2018","CABLE RE PASSAGE OF INFORMATION ON THE VLAAMSE MILITANTENORDE (VMO) TO THE HOUSE COMMITTEE ON ASSASSINATIONS.","JFK11 : F10 : 20031216-1025917 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10066-10245.pdf"" target=""_blank"">View PDF</a>","104-10066-10245","CIA",1,"Secret",1978-06-01,"PAPER - TEXTUAL DOCUMENT","((DELETION))","[[DELETION]]","4/26/2018","CABLE RE: REF C WAS PASSED FBIS UPON RECEIPT BY COMMO.","JFK11 : F10 : 1993.07.19.11:08:16:840410 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10067-10291.pdf"" target=""_blank"">View PDF</a>","104-10067-10291","CIA",3,"Not Marked",1978-03-21,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","MHSPLASH","4/26/2018","CABLE CONCERNING OPERATIONS AGAINST THE SOVIET TARGET IN MEXICO CITY.","JFK12 : F22 : 20031216-1025970 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10068-10142.pdf"" target=""_blank"">View PDF</a>","104-10068-10142","CIA",1,"Secret",1963-11-25,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE FROM DIRECTOR","JFK12 : F15 : 1993.10.20.14:37:22:680022 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10068-10164.pdf"" target=""_blank"">View PDF</a>","104-10068-10164","CIA",1,"Secret",1963-08-14,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE FROM DIRECTOR","JFK12 : F16 : 1993.10.21.13:57:40:530022 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10068-10172.pdf"" target=""_blank"">View PDF</a>","104-10068-10172","CIA",2,"Not Marked",1963-11-13,"PAPER - TEXTUAL DOCUMENT","JMWAVE","PANAMA CITY","4/26/2018","CABLE FROM PANAMA CITY","JFK12 : F16 : 20031216-1026028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10071-10404.pdf"" target=""_blank"">View PDF</a>","104-10071-10404","CIA",2,"Secret",1968-04-19,"PAPER - TEXTUAL DOCUMENT","OBER, RICHARD, CIA","CIOP/DC, CIA","4/26/2018","CABLE RE RAY.","JFK15 : F37 : 1993.07.31.11:47:51:620063 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10071-10405.pdf"" target=""_blank"">View PDF</a>","104-10071-10405","CIA",1,"Secret",1968-04-20,"PAPER - TEXTUAL DOCUMENT","CIA","OBER, RICHARD, CIA","4/26/2018","CABLE RE RAY.","JFK15 : F37 : 1993.07.31.11:51:53:340063 : REQUEST FOR IDENTIKIT COMPOSITE OF JAMES EARL RAY."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10071-10407.pdf"" target=""_blank"">View PDF</a>","104-10071-10407","CIA",1,"Secret",1968-04-22,"PAPER - TEXTUAL DOCUMENT","CIA","OBER, RICHARD, CIA","4/26/2018","BOOK CABLE.","JFK15 : F37 : 1993.07.31.11:54:23:210063 : ADDRESS SHEET ONLY (FOR MESSAGE ON FINGERPRINT FORMULA FOR RAY)"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10074-10066.pdf"" target=""_blank"">View PDF</a>","104-10074-10066","CIA",1,"Secret",1974-10-22,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE: REQUEST ANY AVAILABLE DEROGATORY INFO, FOR PASSAGE TO","JFK16 : F86 : 1993.07.16.16:13:36:750280 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10074-10095.pdf"" target=""_blank"">View PDF</a>","104-10074-10095","CIA",2,"Secret",1974-02-25,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE: FYI ONLY. IT HAS JUST COME TO OUR ATTENTION THAT DOMESTIC","JFK16 : F86 : 1993.07.16.16:47:32:150280 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10074-10403.pdf"" target=""_blank"">View PDF</a>","104-10074-10403","CIA",3,"Secret",1970-09-04,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CABLE RE ISMAEL FLORY, CPUSA OFFICIAL IN ILLINOIS.","JFK16 : F88 : 1994.02.22.15:20:06:210028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10075-10042.pdf"" target=""_blank"">View PDF</a>","104-10075-10042","CIA",1,"Secret",1963-11-24,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE RE IDENTIFICATIONS.","JFK17 : F1 : 1995.07.06.16:31:08:870028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10075-10099.pdf"" target=""_blank"">View PDF</a>","104-10075-10099","CIA",3,"Secret",1963-11-27,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE RE SIGHTINGS OF TANKS WITH TWIN CANNONS IN THE AREA OF HABANA.","JFK17 : F1 : 1995.07.10.16:50:14:250028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10075-10200.pdf"" target=""_blank"">View PDF</a>","104-10075-10200","CIA",2,"Secret",1963-11-23,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE RE AGENT MESSAGE.","JFK17 : F3 : 1995.07.11.16:50:18:000028 : PARTIALLY IN SPANISH"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10075-10203.pdf"" target=""_blank"">View PDF</a>","104-10075-10203","CIA",2,"Secret",1963-11-27,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE RE AGENT MESSAGE.","JFK17 : F4 : 1995.07.11.17:22:43:220028 : MESSAGE IS IN SPANISH"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10075-10225.pdf"" target=""_blank"">View PDF</a>","104-10075-10225","CIA",3,"Secret",1963-01-01,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WAVE","4/26/2018","JMWAVE CABLE: FOLL IS TRANSLATION OF REFS A THRU","JFK17 : F4 : 1995.07.12.16:09:05:250028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10075-10232.pdf"" target=""_blank"">View PDF</a>","104-10075-10232","CIA",1,"Secret",1963-11-28,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","CABLE: FOLL WILL BE SENT. BEGIN AGENT MSG 'ONE EIGHT X WEEKEND RE ADDITIONAL MEXICO ADDRESSES NEEDED.","JFK17 : F4 : 1995.07.12.16:22:37:500028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10075-10250.pdf"" target=""_blank"">View PDF</a>","104-10075-10250","CIA",1,"Secret",1963-11-28,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","CABLE: S/W MESSAGE WRITTEN 4 NOV POSTMARKED 22 NOV MEXICO AND","JFK17 : F4 : 1995.07.12.16:57:37:910028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10075-10365.pdf"" target=""_blank"">View PDF</a>","104-10075-10365","CIA",4,"Secret",1963-12-01,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE RE EXFILTRATION.","JFK17 : F5 : 1995.07.13.17:30:46:530028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10075-10373.pdf"" target=""_blank"">View PDF</a>","104-10075-10373","CIA",4,"Secret",1963-12-02,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE RE SERGEANT WHO KNOWS HOW TO HANDLE DIFFERENT WEAPONS AND SOME EXPLOSIVES AND BIOGRAPHIC DATA ON VARIOUS INDIVIDUALS.","JFK17 : F5 : 1995.07.14.15:58:37:750028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10076-10000.pdf"" target=""_blank"">View PDF</a>","104-10076-10000","CIA",1,"Secret",1963-12-03,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE RE AGENT MESSAGE.","JFK17 : F6 : 1995.07.24.17:36:04:350028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10076-10058.pdf"" target=""_blank"">View PDF</a>","104-10076-10058","CIA",1,"Secret",1963-12-05,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE RE IDENTIFICATIONS.","JFK17 : F7 : 1995.07.25.17:54:02:940028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10076-10116.pdf"" target=""_blank"">View PDF</a>","104-10076-10116","CIA",1,"Secret",1963-01-01,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE RE SHIPMENT OF ENVELOPES.","JFK17 : F8 : 1995.07.26.17:58:44:280028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10076-10153.pdf"" target=""_blank"">View PDF</a>","104-10076-10153","CIA",1,"Secret",1963-12-07,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE RE IDENTIFICATION.","JFK17 : F8 : 1995.07.27.16:47:55:500028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10076-10217.pdf"" target=""_blank"">View PDF</a>","104-10076-10217","CIA",1,"Secret",1963-12-09,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE REQUESTING THAT POUCHING OF SUPPLIES BEGIN.","JFK17 : F9 : 1995.07.31.16:56:12:220028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10076-10229.pdf"" target=""_blank"">View PDF</a>","104-10076-10229","CIA",2,"Secret",1963-12-10,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE RE AGENT MESSAGE.","JFK17 : F9 : 1995.07.31.17:26:43:690028 : IN SPANISH AND ENGLISH"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10076-10277.pdf"" target=""_blank"">View PDF</a>","104-10076-10277","CIA",2,"Secret",1963-12-10,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE REQEUSTING MEDICATIONS.","JFK17 : F10 : 1995.08.01.17:29:03:130028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10076-10295.pdf"" target=""_blank"">View PDF</a>","104-10076-10295","CIA",1,"Secret",1963-12-11,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE RE BIOGRAPHIC DATA CONCERNING SUBJECT.","JFK17 : F10 : 1995.08.02.15:38:04:350028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10076-10371.pdf"" target=""_blank"">View PDF</a>","104-10076-10371","CIA",3,"Secret",1963-12-12,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE - TRAVEL OF SOVIETS FROM BATABANO TO ISLA DE PINOS; CARGO TRAFFIC BETWEEN ISLA DE PINOS AND BATABANAO.","JFK17 : F11 : 1995.08.08.15:57:17:530028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10076-10372.pdf"" target=""_blank"">View PDF</a>","104-10076-10372","CIA",3,"Secret",1963-12-12,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE - TRUCK TRAFFIC AND TUBE-LIKE OBJECTS SEEN ENTERING TORRENS BASE.","JFK17 : F11 : 1995.08.08.15:58:57:030028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10076-10374.pdf"" target=""_blank"">View PDF</a>","104-10076-10374","CIA",1,"Secret",1963-12-01,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE REQUESTING NAME TRACES.","JFK17 : F11 : 1995.08.08.16:04:45:660028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10076-10375.pdf"" target=""_blank"">View PDF</a>","104-10076-10375","CIA",2,"Secret",1963-12-12,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE - ARRESTS AND MILITIA VIGILANCE IN THE NORTHERN COASTAL AREA OF MATANZAS PROVINCE, PARTICULARLY THAT IN THE VICINITY OF RIO PALMA.","JFK17 : F11 : 1995.08.08.16:07:24:030028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10076-10400.pdf"" target=""_blank"">View PDF</a>","104-10076-10400","CIA",2,"Secret",1963-12-12,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE RE AGENT MESSAGE.","JFK17 : F11 : 1995.08.08.17:00:21:190028 : IN SPANISH AND ENGLISH"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10076-10416.pdf"" target=""_blank"">View PDF</a>","104-10076-10416","CIA",1,"Secret",1963-12-13,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE RE PCSA GRANTED.","JFK17 : F11 : 1995.08.08.17:34:00:000028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10076-10442.pdf"" target=""_blank"">View PDF</a>","104-10076-10442","CIA",3,"Not Marked",1963-12-13,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE CABLE RE NAME TRACES.","JFK17 : F12 : 20031217-1026533 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10077-10067.pdf"" target=""_blank"">View PDF</a>","104-10077-10067","CIA",1,"Secret",1963-11-22,"PAPER - TEXTUAL DOCUMENT","JMWAVE","DIRECTOR","4/26/2018","DIRECTOR CABLE REQUESTING HQS PAYROLL SUBJECT STARTING WITH APRIL 63 SALARY.","JFK17 : F14 : 1995.08.16.16:00:07:280028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10077-10076.pdf"" target=""_blank"">View PDF</a>","104-10077-10076","CIA",1,"Secret",1963-11-22,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","DIRECTOR CABLE RE SHIPMENT.","JFK17 : F14 : 1995.08.16.16:32:29:280028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10077-10087.pdf"" target=""_blank"">View PDF</a>","104-10077-10087","CIA",1,"Secret",1963-11-22,"PAPER - TEXTUAL DOCUMENT","JMWAVE","DIRECTOR","4/26/2018","DIRECTOR CABLE REQUESTING NAME TRACES.","JFK17 : F14 : 1995.08.16.16:54:07:380028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10077-10112.pdf"" target=""_blank"">View PDF</a>","104-10077-10112","CIA",1,"Not Marked",1963-11-23,"PAPER - TEXTUAL DOCUMENT","JMWAVE","DIRECTOR","4/26/2018","DIRECTOR CABLE RE NAME TRACES.","JFK17 : F14 : 20031217-1026540 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10077-10136.pdf"" target=""_blank"">View PDF</a>","104-10077-10136","CIA",1,"Secret",1963-11-26,"PAPER - TEXTUAL DOCUMENT","JMWAVE","DIRECTOR","4/26/2018","DIRECTOR CABLE RE AUTHORIZING VISAS.","JFK17 : F15 : 1995.08.31.16:49:29:720028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10077-10153.pdf"" target=""_blank"">View PDF</a>","104-10077-10153","CIA",6,"Secret",1963-11-27,"PAPER - TEXTUAL DOCUMENT","","DIRECTOR","4/26/2018","DIR CABLE RE LIST OF ITEMS TO BE POUCHED AND INFORMATION CONCERNING PROGRAM DISCONTINUATION.","JFK17 : F15 : 1995.08.31.17:24:24:440028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10077-10266.pdf"" target=""_blank"">View PDF</a>","104-10077-10266","CIA",1,"Not Marked",1963-12-04,"PAPER - TEXTUAL DOCUMENT","JMWAVE","DIRECTOR","4/26/2018","DIRECTOR CABLE RE CONTRACT EMPLOYMENT.","JFK17 : F17 : 20031217-1026549 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10077-10285.pdf"" target=""_blank"">View PDF</a>","104-10077-10285","CIA",1,"Secret",1963-12-05,"PAPER - TEXTUAL DOCUMENT","JMWAVE","DIRECTOR","4/26/2018","CABLE: MR. CLEARED PER REF REQUEST","JFK17 : F18 : 1995.09.12.16:57:40:850028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10077-10296.pdf"" target=""_blank"">View PDF</a>","104-10077-10296","CIA",1,"Secret",1963-12-06,"PAPER - TEXTUAL DOCUMENT","JMWAVE","DIRECTOR","4/26/2018","CABLE:IN VIEW CONTINUED OPS INTEREST EXPRESSED REFS B AND C, REQUEST","JFK17 : F18 : 1995.09.12.17:24:11:320028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10077-10356.pdf"" target=""_blank"">View PDF</a>","104-10077-10356","CIA",1,"Secret",1963-12-10,"PAPER - TEXTUAL DOCUMENT","JMWAVE","DIRECTOR","4/26/2018","CABLE: FOR REUTEMAN: PLEASE BRIEF DANOLD ON WAVE'S VIEWS RE CACHING","JFK17 : F19 : 1995.09.26.16:52:21:870028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10077-10369.pdf"" target=""_blank"">View PDF</a>","104-10077-10369","CIA",1,"Secret",1963-12-10,"PAPER - TEXTUAL DOCUMENT","MADRID, JMWAVE","DIRECTOR","4/26/2018","CABLE: IDENTITIES A-C.","JFK17 : F19 : 1995.09.26.17:07:40:030028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10077-10382.pdf"" target=""_blank"">View PDF</a>","104-10077-10382","CIA",1,"Secret",1963-12-11,"PAPER - TEXTUAL DOCUMENT","JMWAVE","DIRECTOR","4/26/2018","DIRECTOR CABLE RE VISIT PRIOR TO HEADQUARTERS RETURN.","JFK17 : F19 : 1995.09.26.17:25:42:470028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10078-10014.pdf"" target=""_blank"">View PDF</a>","104-10078-10014","CIA",1,"Secret",1963-12-14,"PAPER - TEXTUAL DOCUMENT","JMWAVE","DIRECTOR","4/26/2018","DIRECTOR CABLE RE TRAVEL TO SAO PAULO.","JFK17 : F21 : 1995.09.27.16:41:00:970028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10078-10020.pdf"" target=""_blank"">View PDF</a>","104-10078-10020","CIA",1,"Secret",1963-12-01,"PAPER - TEXTUAL DOCUMENT","JMWAVE","DIRECTOR","4/26/2018","DIRECTOR CABLE - PCSA GRANTED.","JFK17 : F21 : 1995.09.27.16:46:54:280028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10079-10163.pdf"" target=""_blank"">View PDF</a>","104-10079-10163","CIA",2,"Not Marked",1977-11-14,"PAPER - TEXTUAL DOCUMENT","(UNKNOWN STATIONS)","SOVERN, MAURICE","4/26/2018","CABLE REFERRING TO HSCA INTENTIONS TO PURSUE LEADS IN ORTUGAL, UK, MEXICO RE JAMES EARL RAY.","JFK18 : F24 : 20031217-1026606 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10092-10267.pdf"" target=""_blank"">View PDF</a>","104-10092-10267","CIA",1,"Secret",1963-10-03,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","IDEN CABLE","JFK32 : F1 : 1995.12.05.17:50:42:810031 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10092-10340.pdf"" target=""_blank"">View PDF</a>","104-10092-10340","CIA",2,"Secret",1963-10-09,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","MEXICO CITY","4/26/2018","CABLE RE SECURITY ISSUES.","JFK32 : F2 : 1996.01.25.17:26:03:280028 :"
