"PDF.Link","Record.Num","Originator","Pages","Current.Classification","Document.Date","Document.Type","To","From","Date.of.Review","Title","Comments"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10067.pdf"" target=""_blank"">View PDF</a>","104-10326-10067","CIA",2,"Secret",1995-10-19,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE:REQUEST FOR ASSISTANCE","JFK-M-11 : F3 : 1999.02.04.11:02:43:420120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10068.pdf"" target=""_blank"">View PDF</a>","104-10326-10068","CIA",1,"Secret",1995-09-22,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE:IN 22 SEP 95 ISSUE, WASHINGTON POST PUBLISHED AN ARTICLE","JFK-M-11 : F3 : 1999.02.04.11:07:15:263120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10074.pdf"" target=""_blank"">View PDF</a>","104-10326-10074","CIA",2,"Secret",1995-08-16,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE:BRIEFING PAPER AND OSWALD FILES","JFK-M-11 : F3 : 1999.02.04.11:39:14:216120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10075.pdf"" target=""_blank"">View PDF</a>","104-10326-10075","CIA",2,"Secret",1995-08-15,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE:OSWALD FILES","JFK-M-11 : F3 : 1999.02.04.11:41:00:590120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10077.pdf"" target=""_blank"">View PDF</a>","104-10326-10077","CIA",2,"Not Marked",1995-08-09,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE: REQUEST FOR GUIDANCE","JFK-M-11 : F3 : 20040323-1063431 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10078.pdf"" target=""_blank"">View PDF</a>","104-10326-10078","CIA",1,"Secret",1995-07-31,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE:REQUEST FOR GUIDANCE","JFK-M-11 : F3 : 1999.02.04.13:48:25:513120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10079.pdf"" target=""_blank"">View PDF</a>","104-10326-10079","CIA",1,"Secret",1995-07-27,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE:RIO CONFERENCE ON JFK ASSASSINATION TO BE ATTENDED BY CIA AGENT PER PRESS REPORT","JFK-M-11 : F3 : 1999.02.04.13:50:47:576120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10080.pdf"" target=""_blank"">View PDF</a>","104-10326-10080","CIA",2,"Secret",1995-07-03,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE:REQUEST TO CONTACT FORMER EMPLOYEES","JFK-M-11 : F3 : 1999.02.04.13:56:13:106120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10087.pdf"" target=""_blank"">View PDF</a>","104-10326-10087","CIA",2,"Secret",1994-12-02,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE:JFK ASSASSINATION ISSUES","JFK-M-11 : F4 : 1999.02.04.14:39:40:483120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10094.pdf"" target=""_blank"">View PDF</a>","104-10326-10094","CIA",1,"Secret",1993-09-16,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE:KENNEDY PAPERS","JFK-M-11 : F4 : 1999.02.04.15:29:57:403120 : CIA CORRESPONDENCE RE ARRB"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10100.pdf"" target=""_blank"">View PDF</a>","104-10326-10100","CIA",9,"Not Marked",1992-12-24,"PAPER - TEXTUAL DOCUMENT","[RESTRICTED]","[RESTRICTED]","4/26/2018","[RESTRICTED]","JFK-M-11 : F4 : 1999.02.04.15:57:58:826120 : 3 CABLES ON SAME SUBJECT/DIFFERENT DISSEMINATIONS"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10326-10101.pdf"" target=""_blank"">View PDF</a>","104-10326-10101","CIA",5,"Secret",1992-04-04,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE:WASHINGTON TIMES ARTICLE RE KGB OFFER TO HOLLYWOOD","JFK-M-11 : F4 : 1999.02.04.16:07:39:436120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10408-10329.pdf"" target=""_blank"">View PDF</a>","104-10408-10329","CIA",2,"Secret",1963-12-02,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE: PRELIMINARY CHECKS ON RECORDED CONVERSATIONS REVEALS FOLL","JFK-RH04 : F108-II : 1998.11.23.13:53:38:623092 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10412-10005.pdf"" target=""_blank"">View PDF</a>","104-10412-10005","CIA",2,"Not Marked",1976-09-17,"PAPER - TEXTUAL DOCUMENT","WITHHELD","WITHHELD","4/26/2018","CABLE: TRACE ON VLADIMIR KUZNETSOV","JFK-RH06 : F113 : 20040324-1064310 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10418-10041.pdf"" target=""_blank"">View PDF</a>","104-10418-10041","CIA",4,"Not Marked",1976-05-11,"PAPER - TEXTUAL DOCUMENT","WITHHELD","PLMHBLANKET","4/26/2018","CABLE: FOLLOWING ARE HQS TRACES ON WILLEM LEONARD OLTMANS","JFK-RH09 : F163-II : 20040324-1064519 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10418-10045.pdf"" target=""_blank"">View PDF</a>","104-10418-10045","CIA",2,"Not Marked",1976-05-05,"PAPER - TEXTUAL DOCUMENT","DIRECTOR, INFO","PLMHBLANKET","4/26/2018","CABLE: STATION RECORDS REFLECT THAT WILLIAM L. OLTMANS","JFK-RH09 : F163-II : 20040324-1064520 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10418-10046.pdf"" target=""_blank"">View PDF</a>","104-10418-10046","CIA",2,"Secret",1976-04-01,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","","4/26/2018","CABLE: REF ADVISED - - OLTMANS.","JFK-RH09 : F163-II : 1998.08.13.13:00:51:043128 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10418-10103.pdf"" target=""_blank"">View PDF</a>","104-10418-10103","CIA",1,"Not Marked",1977-11-15,"PAPER - TEXTUAL DOCUMENT","WITHHELD","HQ","4/26/2018","CABLE: INFORMATION CONTAINED IN REFERENCE IS BEING PROVIDED TO FBI, ETC.","JFK-RH09 : F163-II : 20040324-1064522 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10418-10230.pdf"" target=""_blank"">View PDF</a>","104-10418-10230","CIA",2,"Secret",1977-11-09,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","","4/26/2018","CABLE: REPORTING THAT WILLEM OLTMANS MADE APPOINTMENT MEET WITH CUBAN AMBASSADOR","JFK-RH09 : F163-II : 1998.11.29.10:16:31:340107 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10433-10081.pdf"" target=""_blank"">View PDF</a>","104-10433-10081","CIA",2,"Not Marked",1968-04-22,"PAPER - TEXTUAL DOCUMENT","PRIORITY NO NIGHT ACTION","","4/26/2018","CABLE: BOOK CABLE","JFK-RH19 : F09 : 1998.12.17.11:15:24:293128 : NOT BELIEVED RELEVANT (NBR)"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10510-10090.pdf"" target=""_blank"">View PDF</a>","104-10510-10090","CIA",1,"Secret",0-01-01,"PAPER - TEXTUAL DOCUMENT","","DIRECTOR","4/26/2018","CABLE: WITHHELD","JFK64-64 : F4 : 1999.04.02.10:57:11:840128 : THIS IS 3RD PAGE OF CABLE, INDEXED SEPARATELY.  FIRST 2 PAGES ARE OPEN IN FULL: SEE 104-10229-10297."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10512-10102.pdf"" target=""_blank"">View PDF</a>","104-10512-10102","CIA",1,"Not Marked",1962-08-25,"PAPER - TEXTUAL DOCUMENT","WAVE","RIOD","4/26/2018","IDEN CABLE","JFK64-70 : F10 : 20040329-1067028 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10516-10103.pdf"" target=""_blank"">View PDF</a>","104-10516-10103","CIA",1,"Secret",1963-12-09,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","MEXICO CITY","4/26/2018","CABLE: REQUEST PRITY POA TO INCLUDE COMMO TRAINING FOR","JFK64-46 : F10B : 1999.06.08.11:33:39:000128 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10516-10195.pdf"" target=""_blank"">View PDF</a>","104-10516-10195","CIA",2,"Not Marked",1963-12-13,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","MEXICO CITY","4/26/2018","CABLE: STATION OFFICER ACCOMPANIED ( ) AGAIN TO AIRPORT MORNING 13 DEC.","JFK64-46 : F10B : 20040329-1067061 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10516-10214.pdf"" target=""_blank"">View PDF</a>","104-10516-10214","CIA",1,"Not Marked",1963-12-14,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","MEXICO CITY","4/26/2018","CABLE: LETTERS SHOULD BE ADDRESSED TO:","JFK64-46 : F10B : 20040329-1067063 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10516-10227.pdf"" target=""_blank"">View PDF</a>","104-10516-10227","CIA",1,"Not Marked",1963-12-17,"PAPER - TEXTUAL DOCUMENT","DIR","MEXI","4/26/2018","CABLE: ARRIVAL OF WIFE OF AN ASSET","JFK64-46 : F8 : 20040329-1067065 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10516-10239.pdf"" target=""_blank"">View PDF</a>","104-10516-10239","CIA",1,"Secret",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CABLE: REQUEST TRACES (ILLEGIBLE)","JFK64-46 : F11 : 1999.06.15.09:44:47:606128 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10516-10270.pdf"" target=""_blank"">View PDF</a>","104-10516-10270","CIA",6,"Secret",1963-12-27,"PAPER - TEXTUAL DOCUMENT","","DIRECTOR","4/26/2018","CABLE: FOLLOWING (PARTS ILLEGIBLE)","JFK64-46 : F11 : 1999.06.15.13:37:14:233128 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10516-10338.pdf"" target=""_blank"">View PDF</a>","104-10516-10338","CIA",1,"Secret",1963-12-20,"PAPER - TEXTUAL DOCUMENT","DIR","MEXI","4/26/2018","CABLE: IDENTITY OF ANOTHER MESSAGE","JFK64-46 : F8 : 1999.06.25.11:43:56:293129 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10516-10348.pdf"" target=""_blank"">View PDF</a>","104-10516-10348","CIA",3,"Not Marked",1963-12-21,"PAPER - TEXTUAL DOCUMENT","DIR","MEXI","4/26/2018","CABLE: EFFORTS OF CUBAN GOVERNMENT TO INITIATE COMMERCIAL BARTER WITH WEST EUROPEAN COUNTRIES","JFK64-46 : F8 : 20040329-1067096 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10517-10121.pdf"" target=""_blank"">View PDF</a>","104-10517-10121","CIA",1,"Unclassified",1964-04-17,"PAPER - TEXTUAL DOCUMENT","GENEVA","DIRECTOR","4/26/2018","IDEN CABLE; CARLOS TEPEDINO","JFK64-51 : F2 : 1999.07.06.13:27:21:670068 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10527-10212.pdf"" target=""_blank"">View PDF</a>","104-10527-10212","CIA",5,"Not Marked",1963-11-21,"PAPER - TEXTUAL DOCUMENT","MULTI-ADDRESSEE CABLE","DIRECTOR","4/26/2018","CABLE: MULTI-ADDRESSEE CABLE RE (--) PRIMA OPS.","JFK64-47 : F9B : 20040329-1067354 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10527-10277.pdf"" target=""_blank"">View PDF</a>","104-10527-10277","CIA",2,"Not Marked",1963-11-29,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","CABLE: SUBJECT HAS COOPERATED WITH ODENVY AND KUBARK","JFK64-47 : F9B : 20040329-1067359 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10527-10421.pdf"" target=""_blank"">View PDF</a>","104-10527-10421","CIA",1,"Not Marked",1963-10-21,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","IDEN CABLE FOR DIRECTOR 77179","JFK64-47 : F6 : 20040329-1067366 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10528-10052.pdf"" target=""_blank"">View PDF</a>","104-10528-10052","CIA",1,"Secret",1963-10-01,"PAPER - TEXTUAL DOCUMENT","MEXICO","DIRECTOR","4/26/2018","CABLE RE TRAVEL PLANS.","JFK64-47 : F7 : 1999.07.03.12:43:07:966031 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10528-10053.pdf"" target=""_blank"">View PDF</a>","104-10528-10053","CIA",1,"Secret",1963-09-30,"PAPER - TEXTUAL DOCUMENT","MEXICO","DIRECTOR","4/26/2018","IDEN CABLE.","JFK64-47 : F7 : 1999.07.03.12:44:02:543031 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10528-10056.pdf"" target=""_blank"">View PDF</a>","104-10528-10056","CIA",1,"Not Marked",1963-10-01,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY, JMWAVE","DIRECTOR","4/26/2018","CABLE RE IDENTIFICATION.","JFK64-47 : F7 : 20040329-1067710 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10528-10149.pdf"" target=""_blank"">View PDF</a>","104-10528-10149","CIA",1,"Not Marked",1963-10-08,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","IDEN CABLE.","JFK64-47 : F7 : 20040329-1067747 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10528-10180.pdf"" target=""_blank"">View PDF</a>","104-10528-10180","CIA",1,"Not Marked",1963-10-08,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","IDEN CABLE.","JFK64-47 : F7 : 20040329-1067751 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10529-10182.pdf"" target=""_blank"">View PDF</a>","104-10529-10182","CIA",1,"Not Marked",1963-11-08,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","CABLE: MEXICO SHOULD BE GIVEN LEAD ON","JFK64-47 : F9 : 20040329-1067902 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10529-10184.pdf"" target=""_blank"">View PDF</a>","104-10529-10184","CIA",1,"Not Marked",1963-11-08,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","CABLE: TOLD HE PROVIDING CR $5,000,000 TO ARI CAMPISTA","JFK64-47 : F9 : 20040329-1067904 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10529-10196.pdf"" target=""_blank"">View PDF</a>","104-10529-10196","CIA",1,"Secret",1963-11-03,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","CABLE: IDENS A, B, C","JFK64-47 : F9 : 1999.07.13.13:00:43:420137 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10529-10277.pdf"" target=""_blank"">View PDF</a>","104-10529-10277","CIA",1,"Not Marked",1963-11-01,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","CABLE: IF PCI DOES NOT GIVE CONTACTS IN STATION","JFK64-47 : F9 : 20040329-1067925 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10529-10323.pdf"" target=""_blank"">View PDF</a>","104-10529-10323","CIA",1,"Secret",1963-10-11,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","CABLE: HURRICANE FLORA DAMAGE TO CUBA","JFK64-47 : F7 : 1999.07.19.14:29:53:700137 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10529-10329.pdf"" target=""_blank"">View PDF</a>","104-10529-10329","CIA",5,"Secret",1963-10-12,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","CABLE: BACKGROUND ON CCP MEMBER BORN 1901","JFK64-47 : F7 : 1999.07.19.15:03:33:123137 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10529-10330.pdf"" target=""_blank"">View PDF</a>","104-10529-10330","CIA",1,"Secret",1963-10-12,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","CABLE: IDEN: CHAIRMAN, DEPARTMENT INTERNATIONAL RELATIONS","JFK64-47 : F7 : 1999.07.19.15:06:46:840137 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10529-10367.pdf"" target=""_blank"">View PDF</a>","104-10529-10367","CIA",1,"Not Marked",1963-10-18,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","CABLE: ADVISES CARTRIGES DELIVERED CORPUS CHRISTI 1 OCTOBER","JFK64-47 : F7 : 20040329-1067959 :"
