"PDF.Link","Record.Num","Originator","Pages","Current.Classification","Document.Date","Document.Type","To","From","Date.of.Review","Title","Comments"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10003-10041.pdf"" target=""_blank"">View PDF</a>","104-10003-10041","CIA",1,"Secret",1964-03-26,"PAPER - TEXTUAL DOCUMENT","CIA-CI STAFF/O'NEIL, BIRCH","CIA-WE/4/INT","4/26/2018","CLIPPING OF ARTICLE 'THE KENNEDY MURDER AND THE SECRET SERVICES OF THE USA'.","OSW9 : V37B : 1993.06.08.16:31:19:150000 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10004-10143.pdf"" target=""_blank"">View PDF</a>","104-10004-10143","CIA",1,"Secret",1964-06-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","DISCUSSION BETWEEN MEMBER SR DIVISION CONCERNING OSWALD'S STAY IN HELSINKI.","OSW10 : V43 : 1993.06.12.10:33:55:150000 : CORRECTION OF 1 PAGE FROM 2"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10004-10156.pdf"" target=""_blank"">View PDF</a>","104-10004-10156","CIA",1,"Not Marked",1964-06-01,"PAPER - TEXTUAL DOCUMENT","MEMO FOR THE RECORD","WIGREN, LEE H., C/SR/CI/R, CIA","4/26/2018","MEMO FOR THE RECORD RE OSWALD'S STAY IN FINLAND IN OCTOBER 1959","OSW10 : V46B : 20031125-1016919 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10004-10213.pdf"" target=""_blank"">View PDF</a>","104-10004-10213","CIA",37,"Not Marked",1964-07-09,"PAPER - TEXTUAL DOCUMENT","MFR","C/SR/CI/RESEARCH","4/26/2018","SR/CI DISCUSSION WITH SLAWSON 9 JULY ON QUESTIONS OF SOVIET POLICY TOWARDS RUSSIAN WIVES OF AMERICANS AND VISA PROCEDURES.","OSW10 : V46 : 20031125-1016925 : THIS IS A 37 PAGE DOCUMENT VICES 38 PAGES"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10005-10321.pdf"" target=""_blank"">View PDF</a>","104-10005-10321","CIA",3,"Secret",1964-09-30,"PAPER - TEXTUAL DOCUMENT","","C/WE","4/26/2018","TRACE REQUEST FOR JOACHIM JOESTEN, AUTHOR OF 'OSWALD: ASSASSIN OR FALL GUY?'","OSW11 : V51 : 1993.06.18.17:54:54:870000 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10006-10247.pdf"" target=""_blank"">View PDF</a>","104-10006-10247","CIA",3,"Not Marked",1962-04-01,"UNKNOWN DOCUMENT TYPE","","","4/26/2018","NAME CHECK REQUEST - ROMAN FEDOROVICH DEDKOV","OSW12 : V53B : 20031201-1018187 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10007-10345.pdf"" target=""_blank"">View PDF</a>","104-10007-10345","CIA",6,"Secret",1965-02-02,"PAPER - TEXTUAL DOCUMENT","CHIEFS OF ALL STATIONS","","4/26/2018","WARREN COMMISSION TESTIMONY - SELECTED EXCERPTS","OSW13 : V53 : 1993.06.19.13:49:49:870000 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10009-10021.pdf"" target=""_blank"">View PDF</a>","104-10009-10021","CIA",2,"Secret",1967-01-04,"PAPER - TEXTUAL DOCUMENT","FIELD DISTRIBUTION","CIA","4/26/2018","FIELD DISTRIBUTION OF BOOK DISPATCH","OSW14 : V54 : 1993.06.18.17:46:02:870000 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10009-10222.pdf"" target=""_blank"">View PDF</a>","104-10009-10222","CIA",1,"Not Marked",1968-11-26,"PAPER - TEXTUAL DOCUMENT","","HELMS, RICHARD, DD/P, CIA","4/26/2018","WITHHELD","OSW14 : V54B : 20031201-1018273 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10012-10022.pdf"" target=""_blank"">View PDF</a>","104-10012-10022","CIA",2,"Secret",1982-05-21,"PAPER - TEXTUAL DOCUMENT","[[DELETION]]","BLEE, DAVID H., DDO/CI","4/26/2018","LETTER RE TRAVEL TO MEXICO OF VALERIY VLADIMIROVICH KOSTIKOV.","OSW16 : V57 : 1993.06.24.13:18:45:210800 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10012-10035.pdf"" target=""_blank"">View PDF</a>","104-10012-10035","CIA",8,"Confidential",1978-03-30,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","PRIVATE LETTERS RE LEE HARVEY OSWALD AS ASSASSIN, FBI INTERROGATION.. FB","OSW16 : V57 : 1993.06.24.14:11:37:840800 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10012-10076.pdf"" target=""_blank"">View PDF</a>","104-10012-10076","CIA",3,"Secret",1968-07-19,"PAPER - TEXTUAL DOCUMENT","CHIEFS, CERTAIN STATIONS AND BASES","CHIEF, WOLIME","4/26/2018","WARREN COMMISSION REPORT: ARTICLE ON THE INVESTIGATION CONDUCTED BY DISTRICT ATTORNEY GARRISON","OSW16 : V56 : 1993.06.24.18:07:33:780310 : PART 1 OF 2"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10012-10078.pdf"" target=""_blank"">View PDF</a>","104-10012-10078","CIA",3,"Not Marked",1968-11-26,"PAPER - TEXTUAL DOCUMENT","CHIEF, CI STAFF","CHIEF (WITHHELD)","4/26/2018","WITHHELD","OSW16 : V56 : 20031201-1018426 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10012-10079.pdf"" target=""_blank"">View PDF</a>","104-10012-10079","CIA",1,"Not Marked",1968-11-26,"PAPER - TEXTUAL DOCUMENT","","HELMS, RICHARD, DD/P, CIA","4/26/2018","WITHHELD","OSW16 : V56 : 20031201-1018427 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10014-10051.pdf"" target=""_blank"">View PDF</a>","104-10014-10051","CIA",1,"Secret",1996-02-08,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE: RELEASE OF CLASSIFIED DOCUMENT","OSW17 : V59 : 1998.09.08.10:55:26:560120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10014-10064.pdf"" target=""_blank"">View PDF</a>","104-10014-10064","CIA",2,"Secret",1991-11-20,"PAPER - TEXTUAL DOCUMENT","WITHHELD","WITHHELD","4/26/2018","CABLE: KGB OFFICIAL NIKONOV","OSW17 : V59 : 1998.09.08.14:04:36:280120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10014-10065.pdf"" target=""_blank"">View PDF</a>","104-10014-10065","CIA",2,"Secret",1993-12-03,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE: CUBA TIDBITS FROM LATE NOVEMBER","OSW17 : V59 : 1998.09.14.10:16:42:123120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10014-10066.pdf"" target=""_blank"">View PDF</a>","104-10014-10066","CIA",3,"Secret",1996-02-02,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE: WRITE-IN BY INDIVIDUAL CLAIMING FORMER ASSOCIATION","OSW17 : V59 : 1998.09.14.10:21:59:500120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10014-10067.pdf"" target=""_blank"">View PDF</a>","104-10014-10067","CIA",3,"Secret",1994-02-04,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE: ASSESSMENT","OSW17 : V59 : 1998.09.14.10:31:29:090120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10016-10021.pdf"" target=""_blank"">View PDF</a>","104-10016-10021","CIA",2,"Not Marked",1963-12-02,"PAPER - TEXTUAL DOCUMENT","DIRECTOR CIA","MELBOURNE","4/26/2018","CABLE RE TRACE OF US LICENSE PLATED SEEN AT EMBASSY.","OSW1 : V8 : 20031202-1018774 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10023-10087.pdf"" target=""_blank"">View PDF</a>","104-10023-10087","CIA",19,"Not Marked",1974-11-15,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","THE 201 SYSTEM","JFK13 : F29 : 20031202-1019004 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10048-10124.pdf"" target=""_blank"">View PDF</a>","104-10048-10124","CIA",8,"Not Marked",1964-03-19,"PAPER - TEXTUAL DOCUMENT","CHIEF, SAS","COS, JMWAVE","4/26/2018","TYPIC/OPERATIONAL - SPECIAL ACTIVITIES REPORT ON JMWAVE'S RELATIONSHIP WITH (DELETION).","JFK2 : F15 : 20031203-1019381 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10048-10252.pdf"" target=""_blank"">View PDF</a>","104-10048-10252","CIA",2,"Not Marked",1952-01-29,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","DELEGATES TO YOUTH FESTIVAL IN BERLIN","JFK2 : F15 : 20031203-1019386 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10049-10004.pdf"" target=""_blank"">View PDF</a>","104-10049-10004","CIA",1,"Secret",1976-08-23,"PAPER - TEXTUAL DOCUMENT","MEMO FOR THE RECORD","HOPKINS, CHRIS, LA/COG/CIOS","4/26/2018","WITHHELD","JFK2 : F16 : 1993.07.02.10:41:21:370800 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10049-10362.pdf"" target=""_blank"">View PDF</a>","104-10049-10362","CIA",2,"Secret",1960-10-20,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","MEMORANDUM FOR THE RECORD - CONVERSATION IN MIAMI BETWEEN MR. WILLIAM D. PAWLEY AND UNIDENTIFIED CUBAN","JFK2 : F4 : 1996.08.15.18:50:08:390100 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10049-10375.pdf"" target=""_blank"">View PDF</a>","104-10049-10375","CIA",1,"Not Marked",1958-06-12,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","PAWLEY BUSINESS INTEREST IN THE DOMINICAN REPUBLIC","JFK2 : F4 : 20031203-1019446 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10051-10106.pdf"" target=""_blank"">View PDF</a>","104-10051-10106","CIA",2,"Not Marked",1964-01-29,"PAPER - TEXTUAL DOCUMENT","FILES","M. D. STEVENS","4/26/2018","THE LEE HARVEY OSWALD CASE #351164","JFK5 : F13 : 20031203-1019525 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10051-10170.pdf"" target=""_blank"">View PDF</a>","104-10051-10170","CIA",19,"Secret",1974-11-15,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","THE 201 SYSTEM","JFK5 : F18 : 1993.07.02.13:35:28:930530 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10052-10130.pdf"" target=""_blank"">View PDF</a>","104-10052-10130","CIA",4,"Secret",1963-07-31,"PAPER - TEXTUAL DOCUMENT","CHIEF, WHD","WITHHELD","4/26/2018","WITHHELD","JFK6 : F8 : 1993.07.03.09:39:40:900280 : PORTIONS OF DOC. BARELY LEGIBLE"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10055-10058.pdf"" target=""_blank"">View PDF</a>","104-10055-10058","CIA",5,"Secret",1968-10-10,"PAPER - TEXTUAL DOCUMENT","","GEWOLB, LESLIE N.","4/26/2018","ONE-PAGE DISPATCH WITH HANDWRITTEN LETTER ATTACHED","JFK7 : F50 : 1993.07.08.13:47:31:280530 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10056-10005.pdf"" target=""_blank"">View PDF</a>","104-10056-10005","CIA",7,"Not Marked",1977-09-28,"PAPER - TEXTUAL DOCUMENT","","HOLMES, RUSSELL","4/26/2018","INDEX SEARCH AND CONSOLIDATION REQUEST.","JFK1 : F2 : 20031204-1020034 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10057-10096.pdf"" target=""_blank"">View PDF</a>","104-10057-10096","CIA",4,"Not Marked",1973-04-30,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","INVESTIGATION OF MIGUEL RUSSO'SACTIVITIES.","JFK1 : F25 : 20031204-1020112 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10057-10117.pdf"" target=""_blank"">View PDF</a>","104-10057-10117","CIA",1,"Not Marked",1972-03-09,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","CABLE REGARDING CANADIAN PRESS  IDENS","JFK1 : F26 : 20031204-1020116 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10059-10026.pdf"" target=""_blank"">View PDF</a>","104-10059-10026","CIA",48,"Not Marked",1968-11-25,"PAPER - TEXTUAL DOCUMENT","DDP","WITHHELD","4/26/2018","INDICATIONS OF THE SCOPE AND POSSIBLE DAMAGE OF NEW ALLEGATIONS BY RAMPARTS MAGAZINE.","JFK8 : F11 : 20031208-1021123 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10059-10057.pdf"" target=""_blank"">View PDF</a>","104-10059-10057","CIA",5,"Secret",1978-01-27,"PAPER - TEXTUAL DOCUMENT","SA/DO/O","SCHOR, H. CLARK/C/CCS/PRG","4/26/2018","HSCA REQUEST FOR INFORMATION ON INDIVIDUALS AND ENTITIES.","JFK8 : F11 : 1993.07.08.16:42:50:900340 : ROUTING SHEET AS PAGE 1 OF DOCUMENT. 2 COPIES OF DOCUMENT."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10059-10099.pdf"" target=""_blank"">View PDF</a>","104-10059-10099","CIA",9,"Not Marked",1966-05-27,"PAPER - TEXTUAL DOCUMENT","DD/S-HB","WHITE, VICTOR R., DD/OS","4/26/2018","WITHHELD","JFK8 : F19 : 20031208-1021126 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10059-10188.pdf"" target=""_blank"">View PDF</a>","104-10059-10188","CIA",2,"Unclassified",1968-07-29,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","MEMORANDUM FOR THE RECORD RE OSWALD AND NOSENKO.","JFK8 : F18 : 1993.07.08.20:15:16:280330 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10059-10218.pdf"" target=""_blank"">View PDF</a>","104-10059-10218","CIA",4,"Not Marked",1975-02-07,"PAPER - TEXTUAL DOCUMENT","MEMO FOR THE RECORD","BROWN, ROBERT, DC, EA DIVISION","4/26/2018","REQUESTS FROM MR. OBER FOR BASIC DOCUMENTATION CIRCA MID-1967.","JFK8 : F26 : 20031208-1021132 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10061-10053.pdf"" target=""_blank"">View PDF</a>","104-10061-10053","CIA",4,"Not Marked",1962-02-07,"PAPER - TEXTUAL DOCUMENT","CHIEF OF STATION, PARIS","CHIEF, WE","4/26/2018","REPORT ON ANTONIO RODRIGUEZ ECHAZABAL","JFK9 : F37 : 20031208-1021166 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10061-10115.pdf"" target=""_blank"">View PDF</a>","104-10061-10115","CIA",76,"Not Marked",1978-02-15,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","LIST OF NAMES RE KENNEDY ASSASSINATION INVESTIGATION.","JFK9 : F62 : 20031208-1021167 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10061-10132.pdf"" target=""_blank"">View PDF</a>","104-10061-10132","CIA",1,"Secret",1978-06-15,"PAPER - TEXTUAL DOCUMENT","DDOD/ISS/IP/EIS","CCS","4/26/2018","HSCA REQUEST","JFK9 : F64 : 1993.07.12.10:16:00:840530 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10061-10181.pdf"" target=""_blank"">View PDF</a>","104-10061-10181","CIA",2,"Secret",1978-03-24,"PAPER - TEXTUAL DOCUMENT","","WITHHELD","4/26/2018","HSCA REQUEST","JFK9 : F64 : 1993.07.12.11:09:14:840530 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10061-10207.pdf"" target=""_blank"">View PDF</a>","104-10061-10207","CIA",33,"Not Marked",1963-12-19,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CARD LIST OF NAMES  AND ADDRESSES.","JFK9 : F68 : 20031208-1021170 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10061-10208.pdf"" target=""_blank"">View PDF</a>","104-10061-10208","CIA",5,"Not Marked",1978-03-30,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","VARIOUS ROUTING AND RECORD SHEETS.","JFK9 : F69 : 20031208-1021171 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10061-10214.pdf"" target=""_blank"">View PDF</a>","104-10061-10214","CIA",3,"Secret",1978-01-27,"PAPER - TEXTUAL DOCUMENT","","H. CLARK SCHOR","4/26/2018","HSCA REQUEST","JFK9 : F64 : 1993.07.12.12:12:50:280530 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10061-10265.pdf"" target=""_blank"">View PDF</a>","104-10061-10265","CIA",1,"Secret",1978-06-15,"PAPER - TEXTUAL DOCUMENT","DDO/ISS/IP/EIS","CCS","4/26/2018","HSCA REQUEST","JFK9 : F64 : 1993.07.12.13:44:35:900530 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10061-10292.pdf"" target=""_blank"">View PDF</a>","104-10061-10292","CIA",2,"Secret",1978-03-24,"PAPER - TEXTUAL DOCUMENT","","WITHHELD","4/26/2018","HSCA REQUEST","JFK9 : F64 : 1993.07.12.14:06:52:750530 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10061-10320.pdf"" target=""_blank"">View PDF</a>","104-10061-10320","CIA",2,"Secret",1978-01-27,"PAPER - TEXTUAL DOCUMENT","","H. CLARK SCHOR","4/26/2018","HSCA REQUEST","JFK9 : F64 : 1993.07.12.14:27:51:500530 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10061-10386.pdf"" target=""_blank"">View PDF</a>","104-10061-10386","CIA",3,"Confidential",1975-12-18,"PAPER - TEXTUAL DOCUMENT","INFORMATION REVIEW COMMITTEE","DDO APPEALS OFFICER","4/26/2018","FOIA APPEAL -- JOHN W. DONOVAN (75-577).","JFK9 : F74 : 1993.07.12.15:57:54:750280 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10062-10005.pdf"" target=""_blank"">View PDF</a>","104-10062-10005","CIA",68,"Not Marked",1978-03-06,"PAPER - TEXTUAL DOCUMENT","SHEP","DORIS HAWDESHELDT","4/26/2018","MISCELLANEOUS NAME AND FILE LISTS.","JFK9 : F69 : 20031216-1025768 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10062-10046.pdf"" target=""_blank"">View PDF</a>","104-10062-10046","CIA",3,"Secret",1973-05-08,"PAPER - TEXTUAL DOCUMENT","DEPUTY DIRECTOR OPERATONS","FLANNERY, JAMES E.","4/26/2018","MEDIA INQUIRY TO CUBAN EXILE JOURNALIST IN MIAMI RE CUBAN INVOLVEMENT IN WATERGATE CASE AND ATTITUDES IN MIAMI AREA.","JFK9 : F71 : 1993.07.13.10:20:44:030410 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10062-10073.pdf"" target=""_blank"">View PDF</a>","104-10062-10073","CIA",6,"Secret",1974-02-04,"PAPER - TEXTUAL DOCUMENT","","MILLER, LYLE L.","4/26/2018","SENATE SELECT COMMITTEE ON PRESIDENTIAL CAMPAIGN ACTIVITIES TESTIMONY OF 4 FEBRUARY 1974.","JFK9 : F71 : 1993.07.13.11:29:25:590410 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10062-10227.pdf"" target=""_blank"">View PDF</a>","104-10062-10227","CIA",25,"Not Marked",1977-06-16,"OFFICE PAPER, ROUTING SHEET, PHONE MESSAGES","","","4/26/2018","DOCUMENT LISTINGS.","JFK9 : F6 : 20031216-1025771 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10062-10256.pdf"" target=""_blank"">View PDF</a>","104-10062-10256","CIA",4,"Not Marked",1978-02-23,"PAPER - TEXTUAL DOCUMENT","","C/PCS","4/26/2018","DDO STAFF MEETING BRIEF #32","JFK9 : F74 : 20031216-1025772 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10062-10288.pdf"" target=""_blank"">View PDF</a>","104-10062-10288","CIA",8,"Secret",1978-10-02,"PAPER - TEXTUAL DOCUMENT","IP/INDEX","SODERQUIST B C/CI","4/26/2018","INDEX SEARCH AND 201 CONSOLIDATION REQUEST","JFK9 : F66 : 1996.08.24.14:33:36:810100 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10017.pdf"" target=""_blank"">View PDF</a>","104-10063-10017","CIA",3,"Secret",1970-09-04,"PAPER - TEXTUAL DOCUMENT","WITHHELD","HQS","4/26/2018","ORGANIZATION OF ARAB STUDENTS IN U.S. REQUESTED ISHMAEL FLORY, CPUSA OFFICIAL IN ILLINOIS, TO SELECT 5 YOUNG BLACK AMERICANS TO GO ON TOUR OF MIDDLE EAST TO PROPAGANDIZE ARAB POSITION AMONG BLACKS IN U.S.","JFK10 : F1A : 1993.07.12.16:21:02:560340 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10149.pdf"" target=""_blank"">View PDF</a>","104-10063-10149","CIA",4,"Secret",1972-10-02,"PAPER - TEXTUAL DOCUMENT","HEADQUARTERS","WITHHELD","4/26/2018","HIJACKING OF DELTA AIRLINES ON 30 JULY 1972.","JFK10 : F2 : 1993.07.13.06:56:56:620140 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10152.pdf"" target=""_blank"">View PDF</a>","104-10063-10152","CIA",4,"Secret",1973-01-31,"PAPER - TEXTUAL DOCUMENT","HEADQUARTERS","WITHHELD","4/26/2018","RADICAL ACTIVITIES","JFK10 : F2 : 1993.07.13.07:14:40:810140 : TWO COPIES. 1 COPY IS MARKED ""DUP OF 7115""."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10153.pdf"" target=""_blank"">View PDF</a>","104-10063-10153","CIA",4,"Not Marked",1973-02-01,"PAPER - TEXTUAL DOCUMENT","WITHHELD","CIA, HEADQUARTERS","4/26/2018","INTEREST IN WRIGHT ACTIVITIES AND TRAVEL","JFK10 : F2 : 20031216-1025825 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10160.pdf"" target=""_blank"">View PDF</a>","104-10063-10160","CIA",3,"Secret",1973-02-06,"PAPER - TEXTUAL DOCUMENT","WITHHELD","HEADQUARTERS","4/26/2018","CABLE RE ARREST OF INDIVIDUAL THAT WAS MISTAKEN FOR HIJACKER","JFK10 : F2 : 1993.07.13.09:35:02:310520 : 2 COPIES OF 3-PAGE CABLE"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10162.pdf"" target=""_blank"">View PDF</a>","104-10063-10162","CIA",4,"Secret",1973-03-14,"PAPER - TEXTUAL DOCUMENT","WITHHELD","CIA/CI/SO","4/26/2018","CABLE RE INDIVIDUALS THAT MAY BE HIJACKERS ONCE LIVING IN ALGERIA NOW MAY BE IN FRANCE AND SWITZERLAND.","JFK10 : F2 : 1993.07.13.09:56:35:210520 :  DUPLICATE COPIES"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10169.pdf"" target=""_blank"">View PDF</a>","104-10063-10169","CIA",2,"Not Marked",1973-07-06,"PAPER - TEXTUAL DOCUMENT","HQS","MHCURB MHCHAOS","4/26/2018","CABLE RE SOURCE CITING OF INDIVIDUALS IN PARIS THERE FOR LODGING AND TRAINING","JFK10 : F2 : 20031216-1025831 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10179.pdf"" target=""_blank"">View PDF</a>","104-10063-10179","CIA",2,"Secret",1973-03-06,"PAPER - TEXTUAL DOCUMENT","FBI","CIA, CI/SO","4/26/2018","REPORT RE TRAVEL FROM ALGIERS OF INDIVIDUALS","JFK10 : F2 : 1993.07.13.11:41:21:150520 : DUPLICATE COPIES"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10206.pdf"" target=""_blank"">View PDF</a>","104-10063-10206","CIA",1,"Not Marked",1967-10-11,"PAPER - TEXTUAL DOCUMENT","CIA, DO/I","CHIEF OF BASE, WASHINGTON","4/26/2018","PEACE DEMONSTRATIONS (CATHOLIC ASSOC. FOR INTERNATIONAL PEACE).","JFK10 : F2 : 20031216-1025841 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10266.pdf"" target=""_blank"">View PDF</a>","104-10063-10266","CIA",2,"Not Marked",1972-07-07,"PAPER - TEXTUAL DOCUMENT","MHCURB MHCHAOS","CIA, HEADQUARTERS","4/26/2018","TRADE UNIONISTS INVITED TO VISIT DRV","JFK10 : F6 : 20031216-1025847 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10430.pdf"" target=""_blank"">View PDF</a>","104-10063-10430","CIA",2,"Unclassified",1977-04-07,"PAPER - TEXTUAL DOCUMENT","LAVERY, J. D., OGG","HEFNER, P., C/SCB/IP","4/26/2018","MEMO:CLASSIFICATION OF EX 3600","JFK10 : F1B : 1994.04.20.18:43:47:930031 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10434.pdf"" target=""_blank"">View PDF</a>","104-10063-10434","CIA",2,"Unclassified",1977-04-07,"PAPER - TEXTUAL DOCUMENT","LAVERY, J. D., OGG","HAEFNER, P., C/SCB/IP","4/26/2018","MEMO:CLASSIFICATION OF EX 3600","JFK10 : F1B : 1994.04.20.18:50:42:480031 : EXCEPT FOR NUMBER AT LOWER RIGHT THIS IS DUP OF 104-10063-10430."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10063-10438.pdf"" target=""_blank"">View PDF</a>","104-10063-10438","CIA",6,"Secret",1972-03-01,"PAPER - TEXTUAL DOCUMENT","","GAVAGHEN, WILLIAM E., FE/OPS","4/26/2018","COVER SHEET AND MEMO ON CONTACT REPORT OF MEETINGS IN NEW YORK CITY AND VIRGINIA","JFK10 : F1B : 1994.04.20.18:59:04:400031 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10064-10006.pdf"" target=""_blank"">View PDF</a>","104-10064-10006","CIA",2,"Confidential",1971-05-19,"PAPER - TEXTUAL DOCUMENT","WITHHELD","WITHHELD","4/26/2018","TRANSMITTAL OF DOCUMENTS","JFK10 : F1B : 1994.04.20.19:38:06:620031 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10064-10012.pdf"" target=""_blank"">View PDF</a>","104-10064-10012","CIA",17,"Secret",1967-12-06,"PAPER - TEXTUAL DOCUMENT","CHIEF, SOV BLOCK DIV, CHIEF, FAR EA","WITHHELD","4/26/2018","BEHEIREN AND THE FOUR U.S. NAVY DESERTERS","JFK10 : F1B : 1994.04.25.18:43:42:440031 :"
