"PDF.Link","Record.Num","Originator","Pages","Current.Classification","Document.Date","Document.Type","To","From","Date.of.Review","Title","Comments"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10181-10117.pdf"" target=""_blank"">View PDF</a>","104-10181-10117","CIA",2,"Not Marked",1967-03-08,"PAPER - TEXTUAL DOCUMENT","NONE","SB/O/PT","4/26/2018","MEMO: POSSIBLE DRE ANIMUS TOWARDS PRESIDENT KENNEDY","JFK64-17 : F8 : 20050608-1211035 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10181-10152.pdf"" target=""_blank"">View PDF</a>","104-10181-10152","CIA",2,"Not Marked",1962-12-28,"PAPER - TEXTUAL DOCUMENT","CHIEF, WE","COS LONDON","4/26/2018","DISPATCH-CUBAN IDENTIFIED AND SUBJECT INTELLIGENCE OFFICERS.","JFK64-17 : F18 : 20040304-1054688 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10181-10154.pdf"" target=""_blank"">View PDF</a>","104-10181-10154","CIA",62,"Not Marked",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","SERGEY UZLOV.","JFK64-17 : F15 : 1998.03.26.11:34:48:233092 : NOT BELIEVED RELEVANT (NBR)"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10181-10174.pdf"" target=""_blank"">View PDF</a>","104-10181-10174","CIA",2,"Not Marked",1978-03-15,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","FOLLOWING ARE HEADQUARTERS TRACES.","JFK64-17 : F17 : 20040304-1054697 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10181-10184.pdf"" target=""_blank"">View PDF</a>","104-10181-10184","CIA",2,"Not Marked",1974-06-10,"PAPER - TEXTUAL DOCUMENT","WH/MIAMI","DIRECTOR","4/26/2018","CABLE RE: FOLLOWING TRACES ANTONIO CARLOS VECIANA BLANCH PER PARAGRAPH","JFK64-17 : F17 : 20040304-1054701 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10000.pdf"" target=""_blank"">View PDF</a>","104-10182-10000","CIA",42,"Not Marked",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CIA FILE ON WINSTON, HENRY.","JFK64-18 : F12 : 1998.02.21.12:03:41:700107 : 42 PAGES NOT BELIEVED RELEVANT (NBR)"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10002.pdf"" target=""_blank"">View PDF</a>","104-10182-10002","CIA",144,"Not Marked",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CIA FILE ON WIROGUE-1","JFK64-18 : F13 : 1998.02.21.12:09:25:950107 : 144 PAGES OF NOT BELIEVED RELEVANT (NBR)"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10003.pdf"" target=""_blank"">View PDF</a>","104-10182-10003","CIA",186,"Not Marked",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CIA FILE ON WIROGUE","JFK64-18 : F14 : 1998.02.21.12:11:21:763107 : 186 PAGES OF NOT BELIEVED RELEVANT (NBR)"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10004.pdf"" target=""_blank"">View PDF</a>","104-10182-10004","CIA",177,"Not Marked",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CIA FILE ON WIROGUE","JFK64-18 : F15 : 1998.02.21.12:12:55:466107 : 177 PAGES OF NOT BELIEVED RELEVANT (NBR)"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10007.pdf"" target=""_blank"">View PDF</a>","104-10182-10007","CIA",81,"Not Marked",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CIA FILE ON EDUARDO JULIUS WHITEHOUSE INSUA.","JFK64-18 : F7 : 1998.03.21.08:02:16:840108 : NOT BELIEVED RELEVANT (NBR)"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10052.pdf"" target=""_blank"">View PDF</a>","104-10182-10052","CIA",204,"Not Marked",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CIA FILE ON WIROGUE.","JFK64-18 : F17 : 1998.03.26.17:44:47:233107 : NOT BELIEVED RELEVANT (NBR)."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10057.pdf"" target=""_blank"">View PDF</a>","104-10182-10057","CIA",212,"Not Marked",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","WIROGUE, (VOL III).","JFK64-18 : F16 : 1998.03.27.11:09:26:856092 : NOT BELIEVED RELEVANT (NBR)"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10069.pdf"" target=""_blank"">View PDF</a>","104-10182-10069","CIA",135,"Not Marked",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CIA FILE ON WIROGUE.","JFK64-18 : F18 : 1998.03.28.09:53:52:950107 : NOT BELIEVED RELEVANT (NBR)."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10071.pdf"" target=""_blank"">View PDF</a>","104-10182-10071","CIA",151,"Not Marked",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CIA FILE ON WERBELL, MITCHELL LIGVINGSTON III.","JFK64-18 : F5 : 1998.03.28.11:23:42:090107 : NOT BELIEVED RELEVANT (NBR)."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10072.pdf"" target=""_blank"">View PDF</a>","104-10182-10072","CIA",109,"Not Marked",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CIA FILE ON WERBELL, MITCHELL LIVINGSTON III.","JFK64-18 : F6 : 1998.03.28.11:24:51:310107 : NOT BELIEVED RELEVANT (NBR)."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10073.pdf"" target=""_blank"">View PDF</a>","104-10182-10073","CIA",130,"Not Marked",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CIA FILE ON WICKES, JAMES ALASTAIR.","JFK64-18 : F8 : 1998.03.28.11:26:12:436107 : NOT BELIEVED RELEVANT (NBR)."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10128.pdf"" target=""_blank"">View PDF</a>","104-10182-10128","CIA",1,"Secret",1959-07-24,"PAPER - TEXTUAL DOCUMENT","CHIEF, WH/CAR/PP","CHIEF, CCD/NC","4/26/2018","MEMORANDUM: SUBJECT - MICHELL LIVINGSTON WERBELL","JFK64-18 : F4 : 1998.04.10.20:38:31:356115 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10182-10137.pdf"" target=""_blank"">View PDF</a>","104-10182-10137","CIA",1,"Secret",0-01-01,"PAPER - TEXTUAL DOCUMENT","WH/C/OPS","C/WH/C/MO/PM","4/26/2018","MEMORANDUM: SUBJECT - CALL FROM MR DICK PHILIPS (STATE) REGARDING THE ARREST OF AMLEO-3","JFK64-18 : F4 : 1998.04.10.21:08:57:060115 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10011.pdf"" target=""_blank"">View PDF</a>","104-10183-10011","CIA",1,"Secret",1963-10-14,"PAPER - TEXTUAL DOCUMENT","ROME","DIRECTOR","4/26/2018","CABLE RE: AMWHIP DUE HOME WEEK OF 13 OCT AND WILL","JFK64-19 : F3 : 1998.03.24.18:38:29:340115 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10022.pdf"" target=""_blank"">View PDF</a>","104-10183-10022","CIA",3,"Not Marked",1963-08-21,"PAPER - TEXTUAL DOCUMENT","ROME","DIRECTOR","4/26/2018","CABLE RE: RECENT TALKS WITH AMWHIP 1 IN NEW YORK RE TRAVEL PLANS INDICATE","JFK64-19 : F3 : 20040304-1054807 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10037.pdf"" target=""_blank"">View PDF</a>","104-10183-10037","CIA",1,"Secret",1963-06-18,"PAPER - TEXTUAL DOCUMENT","ROME","DIRECTOR","4/26/2018","CABLE RE: REQUEST SMITHAM ASK AMWHIP FOR DATE HE SENT","JFK64-19 : F3 : 1998.03.24.20:24:15:890115 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10039.pdf"" target=""_blank"">View PDF</a>","104-10183-10039","CIA",1,"Not Marked",1963-06-14,"PAPER - TEXTUAL DOCUMENT","ROME","DIRECTOR","4/26/2018","CABLE: 1. NO TRACES. 2. MANY TRACES HER HUSBAND","JFK64-19 : F3 : 20040304-1054811 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10043.pdf"" target=""_blank"">View PDF</a>","104-10183-10043","CIA",2,"Secret",1963-06-04,"PAPER - TEXTUAL DOCUMENT","ROME","DIRECTOR","4/26/2018","CABLE: AMWHIP/1 (IDEN A) LONG TIME KUBARK AGENT FOR PBRUMEN OPS","JFK64-19 : F3 : 1998.03.24.20:58:15:186115 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10044.pdf"" target=""_blank"">View PDF</a>","104-10183-10044","CIA",1,"Secret",1963-06-03,"PAPER - TEXTUAL DOCUMENT","ROME","DIRECTOR","4/26/2018","CABLE RE: REF DIR 44488 IDENTITIES OF REFS A-F","JFK64-19 : F3 : 1998.03.24.21:09:35:466115 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10139.pdf"" target=""_blank"">View PDF</a>","104-10183-10139","CIA",1,"Secret",1964-11-05,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE: BY ALL MEANS TRY TO GET STUDY AND FORWARD TO HQS.","JFK64-19 : F4 : 1998.04.04.16:07:49:250102 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10232.pdf"" target=""_blank"">View PDF</a>","104-10183-10232","CIA",2,"Secret",1964-05-01,"PAPER - TEXTUAL DOCUMENT","CHIEF, WHD","COS, RIO DE JANEIRO","4/26/2018","DISPATCH:PBRUMEN/SUBJECT OF 201-728615","JFK64-19 : F4 : 1998.04.14.17:32:03:403102 : OFFICIAL ROUTING SLIP ATTACHED"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10233.pdf"" target=""_blank"">View PDF</a>","104-10183-10233","CIA",2,"Not Marked",1964-04-30,"PAPER - TEXTUAL DOCUMENT","PARIS INFO ROME, FRAN","DIRECTOR","4/26/2018","CABLE:RISK TO (DELETION) EQUITY BY UNRETRIEVABLE EQUIPMENT PROPOSED REF","JFK64-19 : F4 : 20040304-1054904 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10239.pdf"" target=""_blank"">View PDF</a>","104-10183-10239","CIA",1,"Secret",1964-04-23,"PAPER - TEXTUAL DOCUMENT","ROME","DIRECTOR","4/26/2018","CABLE:AMWHIP/1 ARRIVING EUROPE 26 APRIL FOR THREE WEEK'S BUSINESS TRIP.","JFK64-19 : F4 : 1998.04.14.18:02:40:030102 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10240.pdf"" target=""_blank"">View PDF</a>","104-10183-10240","CIA",1,"Not Marked",1964-04-17,"PAPER - TEXTUAL DOCUMENT","GNVA INFO BERN,MADR,ROME,PARI","DIRECTOR","4/26/2018","CABLE:RE PARA 2 REF, AMWHIP/1 (IDEN) UNABLE LEAVE NEW YORK PRIOR","JFK64-19 : F4 : 20040304-1054907 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10259.pdf"" target=""_blank"">View PDF</a>","104-10183-10259","CIA",2,"Secret",1964-10-13,"PAPER - TEXTUAL DOCUMENT","","CHIEF/WH/SA/CI","4/26/2018","MEMORANDUM: SUBJECT - AMMUG/1 OPERATION MEETING WITH.....","JFK64-19 : F10 : 1998.04.14.20:15:01:513115 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10260.pdf"" target=""_blank"">View PDF</a>","104-10183-10260","CIA",3,"Secret",1964-10-13,"PAPER - TEXTUAL DOCUMENT","","CHIEF/WH/SA/CI","4/26/2018","MEMORANDUM: SUBJECT - AMMUG-1 OPERATION","JFK64-19 : F10 : 1998.04.14.20:17:52:543115 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10261.pdf"" target=""_blank"">View PDF</a>","104-10183-10261","CIA",2,"Secret",1964-09-30,"PAPER - TEXTUAL DOCUMENT","WH 8","SAN SALVADOR","4/26/2018","CABLE RE: 1. LANGOSCH AND AMMUG 1, ONCE EACH ALONE AND ONCE TOGETHER SAW","JFK64-19 : F10 : 1998.04.14.20:21:54:200115 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10262.pdf"" target=""_blank"">View PDF</a>","104-10183-10262","CIA",2,"Secret",1964-09-28,"PAPER - TEXTUAL DOCUMENT","WH 8","SAN SALVADOR","4/26/2018","CABLE RE: 1. IN ACCORDANCE REFS COS AND LANGOSCH MET","JFK64-19 : F10 : 1998.04.14.20:25:04:043115 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10267.pdf"" target=""_blank"">View PDF</a>","104-10183-10267","CIA",2,"Secret",1964-09-04,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","TEGUCIGALPA","4/26/2018","CABLE RE: PBSWING CHIEF AND LANGOSCH HAD PRIVATE MEET MORNING","JFK64-19 : F10 : 1998.04.14.20:59:23:890115 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10276.pdf"" target=""_blank"">View PDF</a>","104-10183-10276","CIA",27,"Not Marked",1964-06-19,"PAPER - TEXTUAL DOCUMENT","CHIEF, WH/SA/CI","C/WH/2","4/26/2018","MEMORANDUM: SUBJECT - AMMUG/1 OPERATION TARGET ANALYSIS AND NON-SURFACABLE LEADS","JFK64-19 : F10 : 20040304-1054917 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10325.pdf"" target=""_blank"">View PDF</a>","104-10183-10325","CIA",1,"Secret",0-03-23,"PAPER - TEXTUAL DOCUMENT","COS JMWAVE","CHIEF, WHD","4/26/2018","DISPATCH: PHOTOGRAPH OF COMANDANTE WILLIAM.","JFK64-19 : F12 : 1998.04.22.18:56:46:903102 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10331.pdf"" target=""_blank"">View PDF</a>","104-10183-10331","CIA",2,"Secret",1967-07-08,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","OTHER TOPICS MENTIONED IN DISCUSSIONS BETWEEN CUBANS.","JFK64-19 : F12 : 1998.04.22.19:36:55:216102 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10333.pdf"" target=""_blank"">View PDF</a>","104-10183-10333","CIA",1,"Secret",1966-12-07,"PAPER - TEXTUAL DOCUMENT","JMWAVE","DIRECTOR","4/26/2018","MAIN OFFICE LOCATED IN BALTIMORE.","JFK64-19 : F12 : 1998.04.22.19:42:16:500102 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10335.pdf"" target=""_blank"">View PDF</a>","104-10183-10335","CIA",2,"Secret",1966-12-06,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","JMWAVE RECORDS SHOW FROM ARRIVAL JMWAVE.","JFK64-19 : F12 : 1998.04.22.19:45:19:483102 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10346.pdf"" target=""_blank"">View PDF</a>","104-10183-10346","CIA",9,"Not Marked",1966-01-01,"PAPER - TEXTUAL DOCUMENT","DIRECTOR OF TRAINING","CHIEF, WHD","4/26/2018","SUBJECT: COVERT TRAINING FOR MEMBER OF ORGANIZATION.","JFK64-19 : F11 : 20040304-1054926 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10347.pdf"" target=""_blank"">View PDF</a>","104-10183-10347","CIA",3,"Unclassified",1965-03-15,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","LECTURE AT FARM.","JFK64-19 : F11 : 1998.04.22.20:46:01:450102 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10355.pdf"" target=""_blank"">View PDF</a>","104-10183-10355","CIA",39,"Not Marked",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","CIA FILE ON AMMUG-1","JFK64-19 : F12 : 1998.04.25.12:03:47:670107 : NOT BELEIVED RELEVANT (NBR)."
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10366.pdf"" target=""_blank"">View PDF</a>","104-10183-10366","CIA",135,"Not Marked",0-01-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","NONRELATED AMMUG-1.","JFK64-19 : F13 : 1998.05.06.13:17:05:200108 : NOT BELIEVED RELEVANT (NBR)"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10376.pdf"" target=""_blank"">View PDF</a>","104-10183-10376","CIA",2,"Secret",1961-09-26,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","JMWAVE","4/26/2018","CABLE- WAVE PLANS START ACROSS BOARD TRAINING AMICE INFILS NEAR FUTURE AS FOLLOWS.","JFK64-19 : F7 : 1998.06.14.09:43:46:590108 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10384.pdf"" target=""_blank"">View PDF</a>","104-10183-10384","CIA",1,"Secret",1963-02-20,"PAPER - TEXTUAL DOCUMENT","MIGUEL A. DIAZ ISALGUE.","WITHHELD","4/26/2018","LETTER, THIS WILL CONFIRM OUR PREVIOUS DISCUSSIONS WITH YOU WHEREIN WE AGREED TO EMPLOY YOU.","JFK64-19 : F8 : 1998.06.17.09:09:11:716108 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10436.pdf"" target=""_blank"">View PDF</a>","104-10183-10436","CIA",1,"Secret",1965-06-02,"PAPER - TEXTUAL DOCUMENT","WITHHELD","DIRECTOR","4/26/2018","CABLE RE: PRESUME CANDIDATE MENTIONED REF A NOT FOR PURPOSES TRAVEL TO HAVANA AS PER REF B","JFK64-19 : F5 : 1998.06.17.21:35:05:513115 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10437.pdf"" target=""_blank"">View PDF</a>","104-10183-10437","CIA",1,"Not Marked",1965-06-02,"PAPER - TEXTUAL DOCUMENT","MFR","NORRIS W DAMICONE","4/26/2018","MEMORANDUM FOR THE RECORD: SUBJECT - MEETING WITH AMBUNNY-1 AND AMWHIP-1","JFK64-19 : F5 : 20040304-1054957 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10183-10439.pdf"" target=""_blank"">View PDF</a>","104-10183-10439","CIA",2,"Not Marked",1965-05-21,"PAPER - TEXTUAL DOCUMENT","MFR","SIDNEY P. DI UBALDO","4/26/2018","MEMORANDUM FOR THE RECORD: SUBJECT - CONTACT REPORT, MEETING WITH AMWHIP-1","JFK64-19 : F5 : 20040304-1054958 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10009.pdf"" target=""_blank"">View PDF</a>","104-10185-10009","CIA",2,"Unclassified",1962-07-03,"PAPER - TEXTUAL DOCUMENT","WKH","AMS","4/26/2018","ZRRIFLE.","JFK64-20 : F10 : 1998.03.25.17:06:39:326102 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10024.pdf"" target=""_blank"">View PDF</a>","104-10185-10024","CIA",4,"Secret",1961-02-20,"PAPER - TEXTUAL DOCUMENT","RID/INDEX","FI/D/OPS","4/26/2018","NAME CHECK, DOCUMENT SERVICE, AND PARTIAL CONSOLIDATION REQUEST","JFK64-20 : F12 : 1998.03.28.16:43:00:826115 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10030.pdf"" target=""_blank"">View PDF</a>","104-10185-10030","CIA",8,"Unclassified",1962-07-03,"PAPER - TEXTUAL DOCUMENT","WKH","AMS","4/26/2018","MEMO TO WKH ZRRIFILE.","JFK64-20 : F13 : 1998.04.04.08:38:46:090108 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10105.pdf"" target=""_blank"">View PDF</a>","104-10185-10105","CIA",2,"Secret",1964-09-01,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","INFORMATION REPORT: SUBJECT - (FNU) RELOVA","JFK64-20 : F15 : 1998.04.25.20:45:21:030115 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10110.pdf"" target=""_blank"">View PDF</a>","104-10185-10110","CIA",2,"Secret",1964-08-27,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","INFORMATION REPORT SUBJECT JULIAN NOVAS FERNANDEZ.","JFK64-20 : F15 : 1998.04.28.12:49:24:170108 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10117.pdf"" target=""_blank"">View PDF</a>","104-10185-10117","CIA",3,"Secret",1964-08-21,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","INFORMATION REPORT SUBJECT JOSE FERNANDEZ.","JFK64-20 : F15 : 1998.04.28.13:11:57:623108 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10128.pdf"" target=""_blank"">View PDF</a>","104-10185-10128","CIA",2,"Secret",1964-08-11,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","INFORMATION REPORT SUBJECT GUILLERMO ARASTAGUIA.","JFK64-20 : F15 : 1998.04.28.13:43:53:043108 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10171.pdf"" target=""_blank"">View PDF</a>","104-10185-10171","CIA",1,"Secret",1966-05-26,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","","4/26/2018","IS AMUG-1 DEBRIEFING (SPANISH VERSION) FORWARDED.","JFK64-20 : F16 : 1998.04.29.18:38:46:653102 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10202.pdf"" target=""_blank"">View PDF</a>","104-10185-10202","CIA",1,"Not Marked",1964-08-21,"PAPER - TEXTUAL DOCUMENT","CHIEF, WH DIVISION","CHIEF, SAFEHOUSE BRANCH","4/26/2018","MEMORANDUM: SAFEHOUSE #405","JFK64-20 : F14 : 20040310-1056307 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10205.pdf"" target=""_blank"">View PDF</a>","104-10185-10205","CIA",1,"Not Marked",1964-08-17,"PAPER - TEXTUAL DOCUMENT","WITHHELD","WITHHELD","4/26/2018","LETTER: ACCORDING TO OUR RECORDS, YOUR RENT DUE.","JFK64-20 : F14 : 20040310-1056308 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10209.pdf"" target=""_blank"">View PDF</a>","104-10185-10209","CIA",1,"Secret",1964-08-01,"PAPER - TEXTUAL DOCUMENT","TSD/IB","","4/26/2018","RECEIPT FOR AUTHENTICATION MATERIALS","JFK64-20 : F14 : 1998.05.04.10:15:48:670120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10228.pdf"" target=""_blank"">View PDF</a>","104-10185-10228","CIA",1,"Secret",1964-07-01,"PAPER - TEXTUAL DOCUMENT","","FLORES, DANIEL","4/26/2018","MEMORANDUM:AMMUG-1","JFK64-20 : F14 : 1998.05.04.13:05:12:013120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10230.pdf"" target=""_blank"">View PDF</a>","104-10185-10230","CIA",1,"Not Marked",1964-06-27,"PAPER - TEXTUAL DOCUMENT","VIVIAN","BARRY","4/26/2018","NOTE: FOLLOWING SITUATION RE LADDIE:","JFK64-20 : F14 : 20040310-1056311 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10234.pdf"" target=""_blank"">View PDF</a>","104-10185-10234","CIA",1,"Not Marked",1964-06-16,"PAPER - TEXTUAL DOCUMENT","MFR","PETROWSKI, VIVIAN A.","4/26/2018","MEMORANDUM: SAFEHOUSE FOR AMMUG-1","JFK64-20 : F14 : 20040310-1056312 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10243.pdf"" target=""_blank"">View PDF</a>","104-10185-10243","CIA",1,"Secret",1964-06-30,"PAPER - TEXTUAL DOCUMENT","","","4/26/2018","MEMORANDUM:IN&S CARD","JFK64-20 : F14 : 1998.05.04.13:50:19:293120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10244.pdf"" target=""_blank"">View PDF</a>","104-10185-10244","CIA",7,"Not Marked",1964-06-26,"PAPER - TEXTUAL DOCUMENT","CHIEF, WH DIVISION","DEP.DIR/ OF SECURITY (INVESTIGATION","4/26/2018","MEMORANDUM: COVERT SITE-REPORT OF INVESTIGATION","JFK64-20 : F14 : 20040310-1056315 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10247.pdf"" target=""_blank"">View PDF</a>","104-10185-10247","CIA",1,"Secret",1964-05-28,"PAPER - TEXTUAL DOCUMENT","TSD/DB","","4/26/2018","RECEIPT FOR AUTHENTICATION MATERIALS","JFK64-20 : F14 : 1998.05.04.14:01:23:780120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10248.pdf"" target=""_blank"">View PDF</a>","104-10185-10248","CIA",1,"Not Marked",1964-05-20,"PAPER - TEXTUAL DOCUMENT","MFR","SWENSON, HAROLD F,C/WH/SA/CI","4/26/2018","MEMORANDUM: REJECTION OF AN APARTMENT FOR AMMUG-1","JFK64-20 : F14 : 20040310-1056316 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10252.pdf"" target=""_blank"">View PDF</a>","104-10185-10252","CIA",1,"Secret",1964-05-14,"PAPER - TEXTUAL DOCUMENT","","LIBBY, WH/SA/CI","4/26/2018","MEMORANDUM:SAFEHOUSE FOR AMMUG-1","JFK64-20 : F14 : 1998.05.04.14:33:09:153120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10253.pdf"" target=""_blank"">View PDF</a>","104-10185-10253","CIA",1,"Secret",1964-05-11,"PAPER - TEXTUAL DOCUMENT","MEXICO CITY","DIRECTOR","4/26/2018","CABLE:KURIOT PREPARING TWO DOCUMENTS FOR REF CASE.","JFK64-20 : F14 : 1998.05.04.14:35:27:436120 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10185-10315.pdf"" target=""_blank"">View PDF</a>","104-10185-10315","CIA",1,"Secret",1964-05-17,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","MEXICO CITY","4/26/2018","CABLE: SEE NO DIFFICULTY REF PLAN. MEXI OFFICER CAN CARRY LETTER AND INSTRUCTIONS.","JFK64-20 : F14 : 1998.08.10.12:33:22:966129 :"
"<a href=""https://www.archives.gov/files/research/jfk/releases/2025/0318/104-10186-10004.pdf"" target=""_blank"">View PDF</a>","104-10186-10004","CIA",1,"Secret",1967-11-03,"PAPER - TEXTUAL DOCUMENT","DIRECTOR","WITHHELD","4/26/2018","IF REFERENCE REQUEST CARRIED OUT WISH CONSIDER HAVING AMMUG-1 ALSO VISIT STATION FOR SIMILAR PRESENTATION.","JFK64-21 : F3 : 1998.05.01.17:44:05:293102 :"
